Symbol,Date,Open,High,Low,Close,Volume
ADBE,25-Sep-2013,51.48,52.08,51.42,51.87,4013700
ADEP,25-Sep-2013,6.42,6.62,6.3,6.54,75000
ADES,25-Sep-2013,42.16,42.86,41.42,42.05,20400
ADHD,25-Sep-2013,15.1,15.98,15.1,15.89,11400
ADI,25-Sep-2013,47.77,47.92,47.27,47.58,1034500
ADNC,25-Sep-2013,11.54,11.83,11.52,11.54,68900
ADP,25-Sep-2013,73.09,73.22,72.32,72.52,1172500
ADRA,25-Sep-2013,29.37,29.37,29.36,29.36,700
ADRD,25-Sep-2013,23.89,23.97,23.89,23.96,13300
ADRE,25-Sep-2013,37.51,37.57,37.41,37.49,17800
ADRU,25-Sep-2013,23.57,23.57,23.51,23.53,1700
ADSK,25-Sep-2013,40.64,41.1,40.24,40.67,2698800
ADTN,25-Sep-2013,26.56,26.93,26.38,26.46,307000
ADUS,25-Sep-2013,28.97,29.94,28.47,29.43,103200
ADVS,25-Sep-2013,32.18,32.26,31.73,31.78,296200
AEGN,25-Sep-2013,23.8,23.82,23.28,23.35,159500
AEGR,25-Sep-2013,83.72,85.7,82.97,84.65,468200
AEHR,25-Sep-2013,1.77,2,1.74,1.95,20200
AEIS,25-Sep-2013,17.22,18.25,17.22,17.83,646600
AEPI,25-Sep-2013,71.69,71.82,68.63,68.79,219400
AERL,25-Sep-2013,3.78,3.94,3.78,3.93,131900
AETI,25-Sep-2013,6.95,7.28,6.94,6.94,23200
AEY,25-Sep-2013,2.46,2.46,2.46,2.46,100
AEZS,25-Sep-2013,1.55,1.55,1.5,1.53,216500
AFAM,25-Sep-2013,19.37,19.49,19.26,19.32,24100
AFCB,25-Sep-2013,18,18,18,18,0
AFCE,25-Sep-2013,42.93,43.6,42.75,43.26,132600
AFFX,25-Sep-2013,5.94,6.14,5.92,6.01,715900
AFH,25-Sep-2013,10.13,10.17,9.82,9.84,18800
AFOP,25-Sep-2013,22.69,22.89,21.76,22,667700
AFSI,25-Sep-2013,38.58,39.55,38.15,38.84,668300
AGEN,25-Sep-2013,2.73,2.88,2.72,2.8,361500
AGII,25-Sep-2013,41.99,42.85,41.88,42.61,141600
AGIIL,25-Sep-2013,22.02,22.3,22.02,22.11,14600
AGIO,25-Sep-2013,25.76,27.64,25.2,26.95,189600
AGNC,25-Sep-2013,24.11,24.4,24,24.04,8804000
AGNCP,25-Sep-2013,25.85,25.95,25.81,25.9,21900
AGYS,25-Sep-2013,12.61,12.62,12.25,12.44,10000
AHGP,25-Sep-2013,60.46,61.56,60.09,61.37,24400
AHPI,25-Sep-2013,2.37,2.42,2.31,2.42,91300
AIMC,25-Sep-2013,27.51,27.72,27.13,27.17,64000
AINV,25-Sep-2013,8.13,8.27,8.1,8.24,2028500
AIQ,25-Sep-2013,24.49,24.97,24.33,24.45,41400
AIRM,25-Sep-2013,42.15,42.55,41.86,42.3,243200
AIRT,25-Sep-2013,10.93,10.97,10.8,10.9,3400
AIXG,25-Sep-2013,17.36,17.72,17.36,17.53,62700
AKAM,25-Sep-2013,52.07,52.43,51.56,52.08,1575300
AKRX,25-Sep-2013,18.54,18.75,18.24,18.27,831900
ALCO,25-Sep-2013,43.3,43.3,42.18,42.42,7700
ALCS,25-Sep-2013,14.04,14.04,13.95,13.96,2500
ALGN,25-Sep-2013,47.47,47.96,47.13,47.42,436600
ALGT,25-Sep-2013,100.84,102.63,99.02,101.3,59600
ALIM,25-Sep-2013,3.84,3.86,3.7,3.73,31000
ALKS,25-Sep-2013,33.56,34.02,33.4,33.67,681000
ALLB,25-Sep-2013,14.36,14.42,14.1,14.27,11100
ALLT,25-Sep-2013,12.97,13.06,12.81,12.94,143500
ALNY,25-Sep-2013,63.83,64.42,62.83,62.91,597100
ALOG,25-Sep-2013,80.96,81.22,80.47,80.86,39100
ALOT,25-Sep-2013,11.95,11.95,11.75,11.75,800
ALSK,25-Sep-2013,2.6,2.7,2.54,2.67,462000
ALTI,25-Sep-2013,2.42,2.49,2.41,2.45,6100
ALTR,25-Sep-2013,37.32,37.64,37,37.37,1991300
ALVR,25-Sep-2013,0.53,0.56,0.53,0.54,88300
ALXA,25-Sep-2013,5.17,5.19,5.08,5.14,69400
ALXN,25-Sep-2013,113.85,115.19,112.83,113.05,663200
AMAG,25-Sep-2013,24.78,25.33,21.95,22.42,259200
AMAP,25-Sep-2013,14.97,15.12,14.9,14.99,325100
AMAT,25-Sep-2013,17.27,17.94,17.25,17.84,34689800
AMBA,25-Sep-2013,17.81,19.5,17.73,19.11,2953700
AMBC,25-Sep-2013,19.61,20,19.4,19.59,311300
AMBCW,25-Sep-2013,12.05,12.5,11.51,12.48,6300
AMBI,25-Sep-2013,14.12,14.5,14.04,14.39,14200
AMBT,25-Sep-2013,2.7,2.88,2.45,2.45,36900
AMCC,25-Sep-2013,12.87,12.88,12.49,12.53,317600
AMCF,25-Sep-2013,0.73,0.8,0.71,0.78,20300
AMCN,25-Sep-2013,1.82,1.82,1.82,1.82,200
AMCX,25-Sep-2013,66.56,67.01,65.66,65.87,311000
AMED,25-Sep-2013,17.32,17.48,16.78,16.79,303000
AMGN,25-Sep-2013,114.8,114.8,112.4,112.48,3658700
AMIC,25-Sep-2013,9.95,9.95,9.9,9.9,5800
AMKR,25-Sep-2013,4.41,4.46,4.38,4.39,1893400
AMNB,25-Sep-2013,23.71,24.17,23.54,23.54,3800
AMOT,25-Sep-2013,8.05,8.07,8.02,8.04,31200
AMOV,25-Sep-2013,20.36,20.36,20.36,20.36,200
AMRB,25-Sep-2013,8.6,8.75,8.59,8.59,1200
AMRI,25-Sep-2013,12.71,12.84,12.5,12.51,112300
AMRN,25-Sep-2013,6.48,6.5,6.27,6.43,3649700
AMRS,25-Sep-2013,2.31,2.48,2.31,2.4,200400
AMSC,25-Sep-2013,2.38,2.4,2.31,2.31,406300
AMSF,25-Sep-2013,35.27,35.54,34.31,35.19,36400
AMSG,25-Sep-2013,39.52,39.7,39.01,39.14,83800
AMSWA,25-Sep-2013,8.53,8.56,8.39,8.4,17400
AMWD,25-Sep-2013,35.44,35.88,35.16,35.66,52700
AMZN,25-Sep-2013,314.53,316.71,310.75,312.65,2010200
ANAC,25-Sep-2013,10.02,10.2,9.9,9.97,155500
ANAD,25-Sep-2013,1.91,1.93,1.87,1.9,141100
ANAT,25-Sep-2013,97.47,98.33,96.52,98.08,12600
ANCB,25-Sep-2013,16.48,16.48,16.48,16.48,200
ANCI,25-Sep-2013,1.7,1.85,1.64,1.64,4500
ANCX,25-Sep-2013,14.04,14.23,13.81,14.09,13400
ANDA,25-Sep-2013,10.1,10.23,10.06,10.18,103800
ANDAU,25-Sep-2013,10.4,10.5,10.4,10.5,6900
ANDAW,25-Sep-2013,0.42,0.42,0.4,0.4,4400
ANDE,25-Sep-2013,70.74,71.98,70.16,70.66,110700
ANEN,25-Sep-2013,25.63,25.83,25.4,25.46,10500
ANGI,25-Sep-2013,24.06,24.84,23.04,23.75,1386900
ANGO,25-Sep-2013,13.61,13.7,13.27,13.27,109500
ANIK,25-Sep-2013,25.14,25.37,24.23,24.31,109400
ANIP,25-Sep-2013,9.06,9.36,8.91,9.25,51100
ANLY,25-Sep-2013,6.41,6.42,6.41,6.42,11800
ANSS,25-Sep-2013,86.13,87.3,85.7,86.7,286300
ANTH,25-Sep-2013,4.02,4.25,4.02,4.13,205600
AOSL,25-Sep-2013,8.7,8.77,8.62,8.65,38600
APAGF,25-Sep-2013,14.73,14.9,14.73,14.75,6900
APEI,25-Sep-2013,38.63,39.15,38.62,38.93,136300
APFC,25-Sep-2013,52.74,54.27,52.02,52.08,31600
APOG,25-Sep-2013,29.24,29.85,29.01,29.62,136600
APOL,25-Sep-2013,20.63,20.88,20.46,20.52,1073100
APPY,25-Sep-2013,2.15,2.18,2.05,2.16,2459700
APRI,25-Sep-2013,2.05,2.12,2,2.12,240000
APSA,25-Sep-2013,20,20,18.36,18.72,2000
APWC,25-Sep-2013,3.76,3.76,3.75,3.76,17000
AQUUU,25-Sep-2013,10.27,10.27,10.27,10.27,0
AQUUW,25-Sep-2013,0.32,0.32,0.32,0.32,100
ARAY,25-Sep-2013,7.16,7.17,7.04,7.12,1002900
ARCC,25-Sep-2013,17.53,17.73,17.45,17.56,1761600
ARCI,25-Sep-2013,2.87,2.95,2.87,2.95,24800
ARCP,25-Sep-2013,12.6,12.76,12.45,12.54,2366200
ARCW,25-Sep-2013,6.16,6.18,6.16,6.18,200
ARDNA,25-Sep-2013,132.53,132.53,130,130.9,3700
AREX,25-Sep-2013,26.14,26.61,25.66,26.32,639000
ARIA,25-Sep-2013,19.8,19.89,18.95,18.96,2658700
ARII,25-Sep-2013,39.09,39.72,38.78,38.87,269300
ARKR,25-Sep-2013,22.12,22.19,21.87,22.15,2000
ARLP,25-Sep-2013,77.35,77.35,76.1,76.24,41400
ARMH,25-Sep-2013,48.18,48.36,47.82,48.34,923100
ARNA,25-Sep-2013,5.79,5.91,5.76,5.79,3230100
AROW,25-Sep-2013,25.56,26,25.56,25.64,21800
ARQL,25-Sep-2013,2.37,2.5,2.36,2.44,737200
ARRS,25-Sep-2013,16.94,16.96,16.79,16.89,1027400
ARRY,25-Sep-2013,6.17,6.2,6,6,985900
ARTC,25-Sep-2013,35.48,36.13,35.24,35.84,113700
ARTNA,25-Sep-2013,22.81,22.96,22.47,22.49,10800
ARTW,25-Sep-2013,7.01,7.1,7.01,7.01,9200
ARTX,25-Sep-2013,1.8,1.84,1.76,1.77,435200
ARUN,25-Sep-2013,16.95,17.07,16.73,16.79,1895500
ARWR,25-Sep-2013,5.21,5.7,5.11,5.42,1011500
ASBB,25-Sep-2013,16.61,16.97,16.61,16.97,500
ASBC,25-Sep-2013,15.39,15.56,15.25,15.52,1179700
ASBCW,25-Sep-2013,1.87,1.87,1.87,1.87,0
ASBI,25-Sep-2013,12.82,12.85,12.8,12.83,3000
ASCMA,25-Sep-2013,81.47,82.41,79.16,79.83,107400
ASDR,25-Sep-2013,47,47,47,47,0
ASEI,25-Sep-2013,59.3,59.82,58.72,59.67,21900
ASFI,25-Sep-2013,8.55,8.59,8.52,8.59,13100
ASIA,25-Sep-2013,11.6,11.61,11.49,11.5,92300
ASMI,25-Sep-2013,34.03,34.27,34.03,34.16,22700
ASML,25-Sep-2013,97.55,98.37,97.17,97.81,551900
ASNA,25-Sep-2013,19.7,20.28,19.53,20.06,14528500
ASPS,25-Sep-2013,141.56,142.87,139.11,139.48,62700
ASRV,25-Sep-2013,3.13,3.18,3.13,3.18,1500
ASRVP,25-Sep-2013,28.8,28.8,28.8,28.8,0
ASTC,25-Sep-2013,0.74,0.77,0.73,0.77,4100
ASTE,25-Sep-2013,36.5,36.78,36.12,36.16,32900
ASTI,25-Sep-2013,0.75,0.8,0.75,0.77,407000
ASTM,25-Sep-2013,0.28,0.28,0.28,0.28,1336600
ASTX,25-Sep-2013,8.54,8.57,8.51,8.51,1150000
ASUR,25-Sep-2013,4.42,4.42,4.36,4.39,5100
ASYS,25-Sep-2013,7.13,7.5,7.07,7.37,9600
ATAI,25-Sep-2013,4.98,4.98,4.59,4.83,15000
ATAX,25-Sep-2013,7.05,7.08,7,7.04,51900
ATEA,25-Sep-2013,3.03,3.03,3.03,3.03,0
ATEC,25-Sep-2013,2.06,2.08,1.97,2.06,61300
ATHN,25-Sep-2013,107.88,108.31,104.76,106.04,390300
ATHX,25-Sep-2013,1.73,1.74,1.7,1.72,306300
ATLC,25-Sep-2013,3.72,3.72,3.61,3.61,1000
ATLO,25-Sep-2013,22.94,23.49,22.72,23.04,14800
ATMI,25-Sep-2013,26.53,26.76,26.05,26.44,86400
ATML,25-Sep-2013,7.48,7.65,7.4,7.59,4431000
ATNI,25-Sep-2013,51.15,51.55,51.08,51.31,32400
ATNY,25-Sep-2013,3.04,3.04,2.94,2.96,20200
ATOS,25-Sep-2013,5.56,5.7,5.42,5.52,260700
ATRC,25-Sep-2013,10.45,10.92,10.45,10.74,49300
ATRI,25-Sep-2013,259,261,258.88,260.15,1800
ATRM,25-Sep-2013,0.47,0.47,0.42,0.42,600
ATRO,25-Sep-2013,50.06,51.02,49.88,50.84,82300
ATRS,25-Sep-2013,4.03,4.06,4,4.01,1312600
ATSG,25-Sep-2013,7.52,7.7,7.18,7.55,286200
ATTU,25-Sep-2013,8.32,8.54,8.2,8.26,45500
ATVI,25-Sep-2013,16.96,17.09,16.85,16.95,5077400
ATX,25-Sep-2013,19.8,19.82,19.1,19.13,15000
AUBN,25-Sep-2013,23.4,24,23.4,24,900
AUDC,25-Sep-2013,6.79,7.16,6.75,7.07,614500
AUXL,25-Sep-2013,18.56,18.56,18.31,18.48,343100
AVAV,25-Sep-2013,22.75,22.89,22.4,22.59,176500
AVEO,25-Sep-2013,2.08,2.15,2.08,2.12,386800
AVGO,25-Sep-2013,42.52,42.6,41.42,42.21,2060700
AVHI,25-Sep-2013,16.95,17.24,16.49,16.9,39700
AVID,25-Sep-2013,5.62,5.71,5.5,5.6,423500
AVNR,25-Sep-2013,4.26,4.37,4.21,4.35,1958800
AVNW,25-Sep-2013,2.61,2.65,2.57,2.62,191100
AWAY,25-Sep-2013,30.91,31.14,30.46,30.71,363000
AWRE,25-Sep-2013,5.48,5.54,5.46,5.51,55800
AXAS,25-Sep-2013,2.57,2.6,2.55,2.57,692300
AXDX,25-Sep-2013,9.65,9.9,9.52,9.82,34200
AXFN,25-Sep-2013,25.46,25.46,25.46,25.46,0
AXGN,25-Sep-2013,4.42,4.53,4.42,4.53,21000
AXJS,25-Sep-2013,55.81,55.81,55.81,55.81,0
AXTI,25-Sep-2013,2.37,2.4,2.32,2.35,42600
AZPN,25-Sep-2013,34.59,35.37,34.57,34.8,235300
BABY,25-Sep-2013,13.95,14.33,13.85,14.17,92600
BAGL,25-Sep-2013,16.94,17.24,16.94,17.08,25600
BAGR,25-Sep-2013,6.55,6.6,6.37,6.5,6900
BAMM,25-Sep-2013,2.25,2.26,2.23,2.24,1400
BANC,25-Sep-2013,13.59,13.95,13.44,13.87,76600
BANCL,25-Sep-2013,25.4,25.4,25.38,25.4,6700
BANCP,25-Sep-2013,25.1,25.4,25.1,25.4,3100
BANF,25-Sep-2013,55,56.19,54.39,54.54,11700
BANFP,25-Sep-2013,26.98,26.98,26.98,26.98,0
BANR,25-Sep-2013,37.34,37.85,37.23,37.75,92900
BASI,25-Sep-2013,1.31,1.32,1.3,1.31,5000
BAXS,25-Sep-2013,1.35,1.37,1.23,1.3,119000
BBBY,25-Sep-2013,74.6,75.09,73.78,74.22,2629600
BBCN,25-Sep-2013,14.06,14.12,13.93,14.01,325800
BBEP,25-Sep-2013,18.48,18.48,18.23,18.36,382700
BBGI,25-Sep-2013,8.12,8.59,8.12,8.39,8400
BBNK,25-Sep-2013,16.56,16.68,16.56,16.59,2400
BBOX,25-Sep-2013,30.78,31.38,30.62,31,36100
BBRG,25-Sep-2013,15.64,15.65,14.7,14.95,579300
BBRY,25-Sep-2013,8.42,8.42,8,8.01,45717600
BBSI,25-Sep-2013,70.73,72.69,70.73,72.25,12200
BCBP,25-Sep-2013,10.67,10.85,10.67,10.73,1300
BCOM,25-Sep-2013,20.37,20.65,19.87,20.43,9700
BCOR,25-Sep-2013,23.31,23.53,23.23,23.28,462200
BCOV,25-Sep-2013,10.58,11.03,10.51,10.82,173900
BCPC,25-Sep-2013,52.14,53.14,51.36,51.53,59600
BCRX,25-Sep-2013,6.92,7.12,6.85,7,1452500
BCSB,25-Sep-2013,24.39,24.45,24.07,24.35,3700
BDBD,25-Sep-2013,16.09,16.35,15.98,16.19,215600
BDE,25-Sep-2013,12.17,12.46,12.1,12.13,139700
BDGE,25-Sep-2013,21.89,22.22,21.81,21.93,7900
BDMS,25-Sep-2013,18.56,18.56,18.56,18.56,0
BDSI,25-Sep-2013,5.4,5.42,5.35,5.41,135900
BEAT,25-Sep-2013,10.32,10.54,9.9,10.03,728400
BEAV,25-Sep-2013,72.77,73.12,72.16,72.47,575000
BEBE,25-Sep-2013,5.98,6.03,5.94,5.97,287400
BECN,25-Sep-2013,36.68,37.15,36.31,36.53,574200
BELFA,25-Sep-2013,18.26,18.26,18.26,18.26,0
BELFB,25-Sep-2013,17.43,17.73,17.43,17.66,12100
BERK,25-Sep-2013,7.81,7.95,7.78,7.86,5700
BFIN,25-Sep-2013,8.93,9.21,8.93,9.04,6200
BGCP,25-Sep-2013,5.81,5.83,5.69,5.69,540300
BGFV,25-Sep-2013,16.55,16.58,16.08,16.18,375200
BGMD,25-Sep-2013,0.87,0.88,0.86,0.88,100600
BGSC,25-Sep-2013,10.01,10.01,10.01,10.01,2500
BGSCU,25-Sep-2013,10.07,10.07,10.07,10.07,0
BGSCW,25-Sep-2013,0.18,0.18,0.18,0.18,0
BIB,25-Sep-2013,129.26,129.38,127.08,127.38,11900
BICK,25-Sep-2013,23.8,23.8,23.72,23.72,800
BIDU,25-Sep-2013,151.41,153,149.63,150.68,2779200
BIIB,25-Sep-2013,244.1,244.36,241.27,241.51,875800
BIND,25-Sep-2013,14.55,14.94,14.3,14.5,101400
BIOD,25-Sep-2013,3.2,3.22,3.13,3.16,341800
BIOF,25-Sep-2013,3.93,3.95,3.81,3.85,22100
BIOL,25-Sep-2013,2.05,2.15,2.05,2.08,448500
BIOS,25-Sep-2013,8.42,9.4,8.29,9.19,9899100
BIRT,25-Sep-2013,7.34,7.5,7.34,7.45,129200
BIS,25-Sep-2013,25.89,26.31,25.89,26.28,6200
BJRI,25-Sep-2013,30.65,30.86,29.59,29.7,708500
BKCC,25-Sep-2013,9.55,9.62,9.5,9.57,437900
BKEP,25-Sep-2013,8.24,8.26,8.21,8.21,11900
BKEPP,25-Sep-2013,9.15,9.15,9.15,9.15,100
BKMU,25-Sep-2013,6.41,6.48,6.19,6.35,81300
BKSC,25-Sep-2013,13.86,14.2,13.86,14.2,2900
BKYF,25-Sep-2013,27.33,27.58,27.32,27.43,5900
BLDP,25-Sep-2013,1.52,1.7,1.52,1.65,2430900
BLDR,25-Sep-2013,6.08,6.1,5.9,5.91,254700
BLIN,25-Sep-2013,1.05,1.11,1.02,1.03,177300
BLKB,25-Sep-2013,39.56,40,39.21,39.23,119200
BLMN,25-Sep-2013,23.17,23.48,23.15,23.36,454600
BLMT,25-Sep-2013,14.15,14.15,13.94,13.94,15800
BLRX,25-Sep-2013,2.19,2.19,2.16,2.16,17500
BLUE,25-Sep-2013,28.88,28.88,26.13,26.67,138600
BMRC,25-Sep-2013,40.97,42.25,40.97,41.95,34500
BMRN,25-Sep-2013,73.59,73.81,72.68,72.72,970500
BMTC,25-Sep-2013,26.64,26.98,26.51,26.6,28500
BNCL,25-Sep-2013,9.85,9.98,9.8,9.97,129400
BNCN,25-Sep-2013,13.41,13.61,13.32,13.51,17100
BNDX,25-Sep-2013,49.6,49.7,49.57,49.7,40600
BNFT,25-Sep-2013,48.38,50.28,45.51,46.52,97300
BNSO,25-Sep-2013,1.36,1.36,1.36,1.36,0
BOBE,25-Sep-2013,57.98,58.27,57.14,57.62,302500
BOCH,25-Sep-2013,5.46,5.46,5.31,5.38,15400
BODY,25-Sep-2013,6.58,6.65,6.49,6.6,340500
BOFI,25-Sep-2013,64.96,65.86,63.67,64.84,132000
BOKF,25-Sep-2013,64.5,64.84,63.82,64.17,70400
BOLT,25-Sep-2013,17.85,18.05,17.83,17.95,10200
BONA,25-Sep-2013,4.86,5.05,4.8,5,292900
BONT,25-Sep-2013,11.28,11.38,10.92,11.01,182300
BOOM,25-Sep-2013,23.55,23.91,23.44,23.67,42200
BOSC,25-Sep-2013,3.48,3.64,3.48,3.6,4900
BOTA,25-Sep-2013,4.04,4.18,4.04,4.11,13200
BOTJ,25-Sep-2013,8.64,8.64,8.6,8.6,1000
BPFH,25-Sep-2013,10.99,11.15,10.9,11.07,175400
BPFHP,25-Sep-2013,23.87,23.9,23.87,23.9,1300
BPFHW,25-Sep-2013,4.65,4.65,4.65,4.65,0
BPHX,25-Sep-2013,4.57,4.57,4.35,4.35,3900
BPOP,25-Sep-2013,26.58,27.22,26.45,26.84,1655200
BPOPM,25-Sep-2013,18.07,18.24,17.78,17.83,14300
BPOPN,25-Sep-2013,19.25,19.45,19,19.37,5500
BRCD,25-Sep-2013,8.36,8.43,8.13,8.19,10170800
BRCM,25-Sep-2013,26.66,26.97,26.49,26.79,6098600
BREW,25-Sep-2013,13.68,13.76,13.45,13.48,30200
BRID,25-Sep-2013,9.06,9.06,9.06,9.06,0
BRKL,25-Sep-2013,9.36,9.53,9.36,9.48,331700
BRKR,25-Sep-2013,20.05,20.13,19.92,20.05,311600
BRKS,25-Sep-2013,9.24,9.36,9.18,9.27,287600
BRLI,25-Sep-2013,29.35,29.99,29.25,29.72,98000
BSDM,25-Sep-2013,1.46,1.48,1.44,1.48,32200
BSET,25-Sep-2013,15.99,16,15.77,16,30700
BSFT,25-Sep-2013,36.07,36.8,35.43,36.76,242200
BSPM,25-Sep-2013,0.75,0.77,0.73,0.77,16800
BSQR,25-Sep-2013,2.8,2.9,2.79,2.79,8400
BSRR,25-Sep-2013,14.76,16.51,14.76,16.47,42100
BSTC,25-Sep-2013,18.5,19.07,18.5,18.79,6600
BTUI,25-Sep-2013,3.15,3.2,2.92,3.18,4000
BUR,25-Sep-2013,2.96,3.15,2.96,3.15,1900
BUSE,25-Sep-2013,5.23,5.33,5.18,5.24,132800
BV,25-Sep-2013,9.63,9.76,9.43,9.57,331700
BVA,25-Sep-2013,4.4,4.4,4.39,4.39,500
BVSN,25-Sep-2013,9.51,9.8,9.49,9.64,46800
BWEN,25-Sep-2013,7.24,7.8,7.24,7.58,173500
BWINA,25-Sep-2013,23.61,23.77,23.58,23.76,600
BWINB,25-Sep-2013,24.71,24.92,24.61,24.86,8200
BWLD,25-Sep-2013,108.79,109.16,107.25,108.35,215400
BYFC,25-Sep-2013,1.15,1.2,1.15,1.2,8400
CA,25-Sep-2013,30.37,30.44,30.06,30.33,2508800
CAAS,25-Sep-2013,7.83,8.25,7.8,7.99,230500
CAC,25-Sep-2013,41.3,41.45,40.51,40.63,13600
CACB,25-Sep-2013,5.9,5.9,5.8,5.8,2100
CACC,25-Sep-2013,110.19,111.33,109.91,110.82,39000
CACG,25-Sep-2013,9.8,9.82,9.8,9.82,200
CACGW,25-Sep-2013,0.5,0.58,0.5,0.58,93200
CACH,25-Sep-2013,6.1,6.23,6.02,6.06,52800
CADC,25-Sep-2013,3.48,4.29,3.43,3.73,4300
CADX,25-Sep-2013,6.17,6.25,6.12,6.15,215800
CAFI,25-Sep-2013,4,4.02,3.99,4,15400
CAKE,25-Sep-2013,43.89,44.01,43.37,43.61,461800
CALD,25-Sep-2013,9.12,9.36,9.1,9.27,403500
CALI,25-Sep-2013,2.21,2.37,2.17,2.27,75800
CALL,25-Sep-2013,13.43,13.49,13,13.01,115200
CALM,25-Sep-2013,48.87,49.32,48.6,49.23,50400
CAMP,25-Sep-2013,17.15,17.5,16.96,17.04,199100
CAMT,25-Sep-2013,1.7,1.7,1.7,1.7,1800
CAR,25-Sep-2013,30.1,30.69,29.85,30.1,977500
CARB,25-Sep-2013,14.7,14.84,14.4,14.63,58200
CART,25-Sep-2013,2.85,2.85,2.85,2.85,200
CARV,25-Sep-2013,7.91,7.91,7.91,7.91,0
CARZ,25-Sep-2013,39.52,39.52,39.21,39.29,11800
CASH,25-Sep-2013,38.03,38.39,38.01,38.26,8600
CASM,25-Sep-2013,1.35,1.4,1.29,1.4,39400
CASS,25-Sep-2013,57.11,57.52,55.89,55.89,15500
CASY,25-Sep-2013,73.16,73.8,72.54,72.67,166600
CATM,25-Sep-2013,37.23,37.45,36.58,36.81,160500
CATY,25-Sep-2013,22.83,23.26,22.59,22.88,139100
CAVM,25-Sep-2013,40.13,40.65,39.66,40.27,426600
CBAK,25-Sep-2013,1.91,2.49,1.91,2.36,965900
CBAN,25-Sep-2013,6.15,6.19,6.13,6.13,900
CBEY,25-Sep-2013,6.49,6.53,6.36,6.37,187300
CBF,25-Sep-2013,22.45,22.94,22.32,22.69,260800
CBIN,25-Sep-2013,18.28,19.25,18.22,19,16000
CBLI,25-Sep-2013,1.62,1.62,1.6,1.61,20100
CBMX,25-Sep-2013,2.8,2.89,2.8,2.85,32300
CBMXW,25-Sep-2013,0.46,0.46,0.46,0.46,0
CBNJ,25-Sep-2013,9.03,9.33,9,9.28,20300
CBNK,25-Sep-2013,17.45,17.49,17.45,17.49,1200
CBOE,25-Sep-2013,45.07,45.37,44.58,45.02,360500
CBPO,25-Sep-2013,25.88,27.44,25.82,27.15,25700
CBRL,25-Sep-2013,102.98,103.31,101.51,102.37,227800
CBRX,25-Sep-2013,7.5,7.55,7.32,7.55,268700
CBSH,25-Sep-2013,43.18,43.77,42.93,43.58,285700
CBST,25-Sep-2013,64.31,65.72,63.75,65.68,1166400
CCBG,25-Sep-2013,11.98,11.98,11.76,11.9,11300
CCCL,25-Sep-2013,3.02,3.1,3.01,3.09,38400
CCCR,25-Sep-2013,10.18,10.5,9.77,10,41100
CCIH,25-Sep-2013,5.02,5.75,5,5.68,286600
CCIX,25-Sep-2013,20.55,21.23,20.41,20.54,26500
CCMP,25-Sep-2013,38.74,38.85,38.13,38.32,84200
