Symbol,Date,Open,High,Low,Close,Volume
AFOP,17-Sep-2013,19.54,20.43,19.1,20.24,858600
AFSI,17-Sep-2013,37,37.4,36.73,37.37,581900
AGEN,17-Sep-2013,3.32,3.68,2.95,3.02,8990400
AGII,17-Sep-2013,42.24,43.06,41.97,42.82,48000
AGIIL,17-Sep-2013,22.05,22.17,22.05,22.11,6700
AGIO,17-Sep-2013,27.02,27.84,25.87,26.07,85200
AGNC,17-Sep-2013,23.24,23.58,22.99,23.18,4645000
AGNCP,17-Sep-2013,25.65,25.65,25.53,25.6,20600
AGYS,17-Sep-2013,11.84,12.21,11.77,12,55900
AHGP,17-Sep-2013,60.7,61.85,60.45,61.11,26300
AHPI,17-Sep-2013,2.25,2.34,2.25,2.26,3000
AIMC,17-Sep-2013,26.77,27.13,26.75,27.01,40500
AINV,17-Sep-2013,8.37,8.48,8.35,8.46,2369100
AIQ,17-Sep-2013,24.86,25.4,24.81,24.87,59100
AIRM,17-Sep-2013,41.74,42.78,41.74,42.73,188300
AIRT,17-Sep-2013,10.75,10.99,10.75,10.84,5500
AIXG,17-Sep-2013,17.02,17.16,16.98,17.04,35800
AKAM,17-Sep-2013,51.35,51.74,51.12,51.58,1191800
AKRX,17-Sep-2013,18.37,18.97,18.11,18.9,471000
ALCO,17-Sep-2013,42.63,43.39,42.59,43,2600
ALCS,17-Sep-2013,14.05,14.34,14.05,14.34,12700
ALGN,17-Sep-2013,46.52,48.13,46.41,47.96,537200
ALGT,17-Sep-2013,98.85,99.78,98.26,99.78,50100
ALIM,17-Sep-2013,3.78,4.01,3.7,4.01,100900
ALKS,17-Sep-2013,35.35,35.37,34.52,34.75,404500
ALLB,17-Sep-2013,14.69,14.69,14.38,14.4,400
ALLT,17-Sep-2013,13.05,13.82,13.05,13.73,437000
ALNY,17-Sep-2013,54.35,55.24,53.73,54.5,315300
ALOG,17-Sep-2013,81.89,83.3,81.8,83.17,102600
ALOT,17-Sep-2013,11.9,11.9,11.9,11.9,500
ALSK,17-Sep-2013,2.61,2.74,2.59,2.69,583700
ALTI,17-Sep-2013,2.52,2.52,2.49,2.49,1800
ALTR,17-Sep-2013,38.16,38.48,38.01,38.18,2914500
ALVR,17-Sep-2013,0.6,0.63,0.57,0.57,126600
ALXA,17-Sep-2013,5.37,5.41,5.07,5.13,535600
ALXN,17-Sep-2013,113.83,114.94,113.01,114.24,418400
AMAG,17-Sep-2013,25.07,25.5,24.79,25.44,40300
AMAP,17-Sep-2013,14.91,15.16,14.74,14.82,240900
AMAT,17-Sep-2013,15.95,16,15.87,15.9,10551100
AMBA,17-Sep-2013,17.81,18.16,17.7,17.99,755700
AMBC,17-Sep-2013,19.99,20.07,19.8,20.04,343700
AMBCW,17-Sep-2013,12,13,11.58,12.15,8800
AMBI,17-Sep-2013,14.82,15.06,14.53,14.58,8100
AMBT,17-Sep-2013,2.28,2.28,2.15,2.15,4800
AMCC,17-Sep-2013,12.56,12.77,12.5,12.77,384300
AMCF,17-Sep-2013,0.69,0.7,0.6,0.67,6500
AMCN,17-Sep-2013,1.82,1.83,1.79,1.79,22500
AMCX,17-Sep-2013,62.79,65.75,62.79,65.5,519800
AMED,17-Sep-2013,16.88,17.15,16.78,17.13,305300
AMGN,17-Sep-2013,117.3,117.3,115.33,115.73,3146000
AMIC,17-Sep-2013,9.82,9.87,9.81,9.87,2100
AMKR,17-Sep-2013,4.24,4.29,4.22,4.28,788000
AMNB,17-Sep-2013,21.82,23.27,21.57,23.01,30100
AMOT,17-Sep-2013,8.16,8.16,8.1,8.1,1100
AMOV,17-Sep-2013,20.16,20.48,20.16,20.45,14800
AMRB,17-Sep-2013,8.71,8.8,8.53,8.8,2900
AMRI,17-Sep-2013,12.21,12.58,12.11,12.52,170500
AMRN,17-Sep-2013,6.51,6.62,6.38,6.44,5328800
AMRS,17-Sep-2013,2.66,2.66,2.59,2.62,48000
AMSC,17-Sep-2013,2.4,2.4,2.35,2.4,266800
AMSF,17-Sep-2013,33.59,34.37,33.43,34.35,38300
AMSG,17-Sep-2013,38.99,39.57,38.5,39.57,80500
AMSWA,17-Sep-2013,8.04,8.21,8.02,8.19,24600
AMWD,17-Sep-2013,36.25,37.25,36.25,36.88,57200
AMZN,17-Sep-2013,297.63,304.65,296.01,304.17,2297300
ANAC,17-Sep-2013,10.35,10.51,10.25,10.46,187700
ANAD,17-Sep-2013,1.91,1.96,1.9,1.95,128400
ANAT,17-Sep-2013,99.52,102.98,99.14,102.85,49800
ANCB,17-Sep-2013,15.51,16.17,15.51,15.55,2800
ANCI,17-Sep-2013,1.7,1.71,1.7,1.71,300
ANCX,17-Sep-2013,13.85,14.11,13.72,13.78,26300
ANDA,17-Sep-2013,10.03,10.03,10.03,10.03,3600
ANDAU,17-Sep-2013,10.39,10.42,10.39,10.42,2600
ANDAW,17-Sep-2013,0.5,0.5,0.5,0.5,3600
ANDE,17-Sep-2013,68.47,69.15,68.17,68.92,77800
ANEN,17-Sep-2013,25.17,25.28,25.08,25.18,33200
ANGI,17-Sep-2013,20.59,21.39,20,21.21,1030800
ANGO,17-Sep-2013,11.36,11.44,11.26,11.4,46900
ANIK,17-Sep-2013,23.96,24.32,23.67,24.25,154600
ANIP,17-Sep-2013,7.92,8.13,7.8,8.1,83600
ANLY,17-Sep-2013,6.4,6.42,6.4,6.41,28500
ANSS,17-Sep-2013,88.03,88.19,87.19,87.84,225000
ANTH,17-Sep-2013,3.79,3.84,3.78,3.82,93400
AOSL,17-Sep-2013,8.38,8.41,8.36,8.4,54600
APAGF,17-Sep-2013,15.05,15.28,15,15.28,12900
APEI,17-Sep-2013,39.45,39.57,38.93,39.12,179200
APFC,17-Sep-2013,50.12,50.12,49.44,49.8,20300
APOG,17-Sep-2013,29.07,29.38,28.8,29.36,201100
APOL,17-Sep-2013,20.75,21.28,20.7,21.02,1282100
APPY,17-Sep-2013,1.8,1.81,1.76,1.78,355300
APRI,17-Sep-2013,2.03,2.08,2,2,89200
APSA,17-Sep-2013,18.4,18.75,18.32,18.32,2500
APWC,17-Sep-2013,3.78,3.78,3.78,3.78,4000
AQUUU,17-Sep-2013,10.3,10.3,10.26,10.26,3600
AQUUW,17-Sep-2013,0.28,0.29,0.27,0.29,5700
ARAY,17-Sep-2013,6.95,6.95,6.8,6.83,472400
ARCC,17-Sep-2013,17.4,17.48,17.34,17.44,939800
ARCI,17-Sep-2013,2.83,2.88,2.82,2.82,12600
ARCP,17-Sep-2013,12.21,12.64,12.21,12.51,4454300
ARCW,17-Sep-2013,5.98,6.18,5.98,6.18,700
ARDNA,17-Sep-2013,132.18,132.95,131.91,132.95,1400
AREX,17-Sep-2013,23.26,23.87,23.26,23.81,280000
ARIA,17-Sep-2013,20.16,21.23,20,21.08,4007600
ARII,17-Sep-2013,36.23,36.85,36.18,36.4,181400
ARKR,17-Sep-2013,21.95,21.95,21.95,21.95,100
ARLP,17-Sep-2013,75.39,76.9,75.38,76.13,43300
ARMH,17-Sep-2013,46.04,46.49,45.6,46.18,1192400
ARNA,17-Sep-2013,5.96,5.96,5.78,5.85,4673700
AROW,17-Sep-2013,25.84,26.08,25.4,25.76,19300
ARQL,17-Sep-2013,2.2,2.2,2.17,2.2,245400
ARRS,17-Sep-2013,16.43,16.57,16.23,16.51,1647300
ARRY,17-Sep-2013,6.1,6.23,6.06,6.23,1721800
ARTC,17-Sep-2013,34.28,34.75,34.28,34.64,103800
ARTNA,17-Sep-2013,21.8,22,21.74,21.91,7700
ARTW,17-Sep-2013,7.04,7.04,6.89,6.95,2300
ARTX,17-Sep-2013,1.77,1.78,1.76,1.76,187400
ARUN,17-Sep-2013,17.29,17.62,17.02,17.51,1970500
ARWR,17-Sep-2013,4.66,4.66,4.37,4.49,239000
ASBB,17-Sep-2013,16.98,16.98,16.73,16.73,400
ASBC,17-Sep-2013,15.61,15.85,15.56,15.82,1261500
ASBCW,17-Sep-2013,1.89,1.89,1.89,1.89,100
ASBI,17-Sep-2013,11.25,11.35,11.23,11.35,6700
ASCMA,17-Sep-2013,78.91,81.09,78.91,80.77,24400
ASDR,17-Sep-2013,47,47,47,47,0
ASEI,17-Sep-2013,56.63,58.25,55.69,57.87,22900
ASFI,17-Sep-2013,8.6,8.61,8.46,8.6,10000
ASIA,17-Sep-2013,11.51,11.55,11.5,11.52,105100
ASMI,17-Sep-2013,33.47,33.6,33.41,33.6,2000
ASML,17-Sep-2013,92.22,92.98,92.02,92.91,684500
ASNA,17-Sep-2013,17.01,17.28,16.84,16.86,1804400
ASPS,17-Sep-2013,134.84,136.29,134.04,136.14,66300
ASRV,17-Sep-2013,3.16,3.16,3.1,3.16,83300
ASRVP,17-Sep-2013,27.15,27.15,27.15,27.15,0
ASTC,17-Sep-2013,0.78,0.79,0.75,0.76,11800
ASTE,17-Sep-2013,35.36,35.42,34.99,35.07,90300
ASTI,17-Sep-2013,0.78,0.78,0.77,0.77,204900
ASTM,17-Sep-2013,0.3,0.31,0.29,0.31,525900
ASTX,17-Sep-2013,8.55,8.65,8.52,8.54,1504000
ASUR,17-Sep-2013,4.64,4.74,4.64,4.74,10100
ASYS,17-Sep-2013,7.6,7.69,7.27,7.47,37700
ATAI,17-Sep-2013,4.84,4.84,4.77,4.78,4200
ATAX,17-Sep-2013,7.07,7.07,6.97,7.06,36900
ATEA,17-Sep-2013,2.54,2.54,2.54,2.54,0
ATEC,17-Sep-2013,2,2.03,1.95,2,127400
ATHN,17-Sep-2013,113.82,116,113.39,115.66,227300
ATHX,17-Sep-2013,1.73,1.78,1.71,1.73,321100
ATLC,17-Sep-2013,3.72,3.9,3.71,3.71,3000
ATLO,17-Sep-2013,21.98,21.98,21.5,21.93,8300
ATMI,17-Sep-2013,25.58,25.94,25.49,25.91,85300
ATML,17-Sep-2013,7.64,7.81,7.62,7.81,2775200
ATNI,17-Sep-2013,49.48,50.66,48.91,50.45,29000
ATNY,17-Sep-2013,2.94,2.97,2.93,2.95,19400
ATOS,17-Sep-2013,4.84,5.04,4.84,4.96,67900
ATRC,17-Sep-2013,10.41,10.75,10.41,10.69,95200
ATRI,17-Sep-2013,244.01,247.69,244.01,247.69,4100
ATRM,17-Sep-2013,0.38,0.5,0.36,0.49,230100
ATRO,17-Sep-2013,48.4,49,48.14,48.97,41900
ATRS,17-Sep-2013,4.38,4.38,4.18,4.23,1802900
ATSG,17-Sep-2013,6.81,6.94,6.78,6.94,41000
ATTU,17-Sep-2013,7.8,7.84,7.6,7.69,48100
ATVI,17-Sep-2013,17.32,17.38,17.14,17.16,4227700
ATX,17-Sep-2013,19.97,19.97,19.25,19.4,71500
AUBN,17-Sep-2013,23.55,23.55,23.37,23.37,1800
AUDC,17-Sep-2013,6.35,6.48,6.25,6.39,176100
AUXL,17-Sep-2013,18.5,19,18.37,18.46,1164500
AVAV,17-Sep-2013,23.08,23.26,23.07,23.1,126200
AVEO,17-Sep-2013,2.09,2.12,2.08,2.1,318800
AVGO,17-Sep-2013,39.75,40.36,39.5,40.12,3724700
AVHI,17-Sep-2013,16.17,16.66,16.17,16.25,17500
AVID,17-Sep-2013,5.31,5.4,5.2,5.22,837700
AVNR,17-Sep-2013,4.37,4.41,4.2,4.31,2613700
AVNW,17-Sep-2013,2.57,2.69,2.57,2.64,280300
AWAY,17-Sep-2013,31.98,32.16,31.6,31.76,864600
AWRE,17-Sep-2013,5.54,5.64,5.5,5.5,226100
AXAS,17-Sep-2013,2.49,2.6,2.49,2.6,765800
AXDX,17-Sep-2013,9.62,9.76,9.5,9.64,32400
AXFN,17-Sep-2013,25.37,25.37,25.17,25.27,26000
AXGN,17-Sep-2013,4.54,4.54,4.32,4.49,43600
AXJS,17-Sep-2013,56.09,56.09,56.09,56.09,100
AXTI,17-Sep-2013,2.35,2.42,2.33,2.38,65600
AZPN,17-Sep-2013,34.73,35,34.45,34.88,339100
BABY,17-Sep-2013,13.4,13.85,13.29,13.85,119000
BAGL,17-Sep-2013,17.03,17.56,16.91,17.53,82900
BAGR,17-Sep-2013,5.77,5.93,5.48,5.93,100900
BAMM,17-Sep-2013,2.3,2.3,2.24,2.24,3100
BANC,17-Sep-2013,13.34,13.73,13.34,13.67,56000
BANCL,17-Sep-2013,25.4,25.4,25.27,25.27,7900
BANCP,17-Sep-2013,25.5,25.66,25.5,25.5,2100
BANF,17-Sep-2013,52.76,53.99,52.5,53.96,11800
BANFP,17-Sep-2013,27.02,27.02,26.92,26.92,1200
BANR,17-Sep-2013,36.55,37.05,36.31,36.9,103700
BASI,17-Sep-2013,1.34,1.34,1.34,1.34,400
BAXS,17-Sep-2013,1.67,1.68,1.55,1.64,38600
BBBY,17-Sep-2013,74.68,76.34,74.68,75.82,1897100
BBCN,17-Sep-2013,13.77,14.09,13.68,14.05,306800
BBEP,17-Sep-2013,18.3,18.35,17.75,17.84,593100
BBGI,17-Sep-2013,7.64,7.75,7.21,7.62,10500
BBNK,17-Sep-2013,16.64,16.82,16.48,16.74,9700
BBOX,17-Sep-2013,28.3,29.09,28.23,29,40800
BBRG,17-Sep-2013,16.11,16.21,15.97,16.07,216700
BBRY,17-Sep-2013,10.31,10.78,10.31,10.56,19714900
BBSI,17-Sep-2013,69.41,71.41,69.41,70.94,36600
BCBP,17-Sep-2013,10.75,10.85,10.72,10.75,16500
BCOM,17-Sep-2013,15.84,18.03,15.84,17.16,45000
BCOR,17-Sep-2013,21.37,22.23,21.32,22.17,606500
BCOV,17-Sep-2013,10.86,11.25,10.7,11.24,443100
BCPC,17-Sep-2013,49.73,50.29,49.25,49.5,43300
BCRX,17-Sep-2013,6.82,6.93,6.39,6.44,1380800
BCSB,17-Sep-2013,24.27,24.54,24.27,24.5,2400
BDBD,17-Sep-2013,16,16.36,16,16.2,218700
BDE,17-Sep-2013,11.85,12.1,11.56,11.96,92900
BDGE,17-Sep-2013,21.55,21.75,21.39,21.69,13400
BDMS,17-Sep-2013,18.78,18.78,18.5,18.75,2000
BDSI,17-Sep-2013,5.21,5.44,5.2,5.41,178500
BEAT,17-Sep-2013,10.14,10.45,9.84,10.22,751200
BEAV,17-Sep-2013,74.33,75.38,73.88,75.2,575500
BEBE,17-Sep-2013,5.72,5.82,5.69,5.75,294600
BECN,17-Sep-2013,35.17,35.45,35.13,35.25,377100
BELFA,17-Sep-2013,17.55,17.8,17.55,17.55,3800
BELFB,17-Sep-2013,17.37,17.54,17.25,17.53,12100
BERK,17-Sep-2013,7.79,7.79,7.7,7.7,7100
BFIN,17-Sep-2013,8.9,9.14,8.75,9.12,14300
BGCP,17-Sep-2013,5.81,5.81,5.72,5.8,420600
BGFV,17-Sep-2013,16.48,16.61,16.26,16.36,493700
BGMD,17-Sep-2013,0.93,0.94,0.92,0.93,107800
BGSC,17-Sep-2013,10.14,10.14,10.14,10.14,0
BGSCU,17-Sep-2013,10.2,10.2,10.2,10.2,0
BGSCW,17-Sep-2013,0.21,0.21,0.21,0.21,0
BIB,17-Sep-2013,129.72,130.45,128.21,129.74,21000
BICK,17-Sep-2013,23.78,23.78,23.75,23.75,300
BIDU,17-Sep-2013,142.21,143.93,141.32,143.8,2132700
BIIB,17-Sep-2013,238.98,241,236.23,240.05,798100
BIOD,17-Sep-2013,3.29,3.43,3.27,3.38,481800
BIOF,17-Sep-2013,3.89,4.08,3.85,3.99,90800
BIOL,17-Sep-2013,2.04,2.05,1.96,1.98,385900
BIOS,17-Sep-2013,11.46,11.81,11.38,11.81,674000
BIRT,17-Sep-2013,7.38,7.46,7.34,7.44,151900
BIS,17-Sep-2013,25.7,26,25.66,25.66,3900
BJRI,17-Sep-2013,31.91,32.35,31.79,32.13,482100
BKCC,17-Sep-2013,9.76,9.77,9.55,9.68,542300
BKEP,17-Sep-2013,8.25,8.35,8.21,8.28,9300
BKEPP,17-Sep-2013,9,9.01,9,9,4500
BKMU,17-Sep-2013,6.03,6.16,6.03,6.14,42000
BKSC,17-Sep-2013,14.22,14.29,13.91,14.29,2200
BKYF,17-Sep-2013,27.78,27.78,27.42,27.65,3400
BLDP,17-Sep-2013,1.5,1.54,1.42,1.53,1146600
BLDR,17-Sep-2013,5.63,5.8,5.61,5.79,244100
BLIN,17-Sep-2013,1.01,1.05,1.01,1.05,10300
BLKB,17-Sep-2013,38.27,38.96,38.22,38.9,108600
BLMN,17-Sep-2013,24.13,24.57,24.13,24.56,338400
BLMT,17-Sep-2013,14.14,14.18,13.98,13.98,6500
BLRX,17-Sep-2013,2.27,2.35,2.22,2.24,73500
BLUE,17-Sep-2013,27,27.6,26.2,26.6,73500
BMRC,17-Sep-2013,39.89,40.69,39.77,40.53,11900
BMRN,17-Sep-2013,73.6,76.3,73.39,75.96,2843000
BMTC,17-Sep-2013,25.85,25.99,25.69,25.88,47900
BNCL,17-Sep-2013,9.53,9.77,9.53,9.74,96000
BNCN,17-Sep-2013,12.97,13.05,12.79,12.97,20800
BNDX,17-Sep-2013,49.29,49.29,49.14,49.23,77500
BNSO,17-Sep-2013,1.51,1.51,1.41,1.43,700
BOBE,17-Sep-2013,54.09,55.75,54.09,55.72,495500
BOCH,17-Sep-2013,5.51,5.57,5.48,5.48,8500
BODY,17-Sep-2013,6.26,6.43,6.18,6.43,418600
BOFI,17-Sep-2013,65.5,67.61,65.41,66.95,363500
BOKF,17-Sep-2013,64.29,65.35,64.29,65.12,37600
BOLT,17-Sep-2013,17.97,18.09,17.83,17.99,20100
BONA,17-Sep-2013,4.75,4.76,4.58,4.61,244400
BONT,17-Sep-2013,11.81,12.04,11.7,11.85,278800
BOOM,17-Sep-2013,23.7,24.09,23.34,23.67,58500
BOSC,17-Sep-2013,4,4.01,3.86,3.93,27300
BOTA,17-Sep-2013,4.3,4.4,4.18,4.38,37100
BOTJ,17-Sep-2013,8.79,8.83,8.52,8.6,1500
BPFH,17-Sep-2013,10.67,10.92,10.63,10.91,233100
BPFHP,17-Sep-2013,23.55,23.55,23.55,23.55,2800
BPFHW,17-Sep-2013,4.52,4.52,4.52,4.52,100
BPHX,17-Sep-2013,4.41,4.41,4.41,4.41,100
BPOP,17-Sep-2013,29.15,29.58,29.11,29.45,663600
BPOPM,17-Sep-2013,19,19.44,18.75,18.75,3100
BPOPN,17-Sep-2013,20.89,20.89,20.35,20.79,4100
BRCD,17-Sep-2013,7.72,7.82,7.69,7.78,2996200
BRCM,17-Sep-2013,27.35,27.85,27.2,27.44,13778100
BREW,17-Sep-2013,13.29,13.48,13,13.39,61500
BRID,17-Sep-2013,9.14,9.14,9,9.04,3800
BRKL,17-Sep-2013,9.22,9.42,9.22,9.42,152700
BRKR,17-Sep-2013,20.98,21.05,20.76,20.85,787200
BRKS,17-Sep-2013,9.3,9.39,9.25,9.3,127500
BRLI,17-Sep-2013,29.31,29.44,28.99,29.3,117800
BSDM,17-Sep-2013,1.55,1.57,1.49,1.5,68300
BSET,17-Sep-2013,15.56,15.87,15.54,15.83,13600
BSFT,17-Sep-2013,36.5,36.8,36.3,36.46,246800
BSPM,17-Sep-2013,0.75,0.75,0.75,0.75,23600
BSQR,17-Sep-2013,2.83,2.92,2.7,2.81,9900
BSRR,17-Sep-2013,14.47,15.75,14.47,15.73,12400
BSTC,17-Sep-2013,17.35,18.27,17.35,17.91,19500
BTUI,17-Sep-2013,3,3.01,3,3.01,2000
BUR,17-Sep-2013,2.77,2.77,2.77,2.77,0
BUSE,17-Sep-2013,5.01,5.07,4.98,5.06,95500
BV,17-Sep-2013,9.15,9.43,9.15,9.36,320700
BVA,17-Sep-2013,4.33,4.47,4.33,4.47,500
BVSN,17-Sep-2013,9.84,9.86,9.55,9.67,26500
BWEN,17-Sep-2013,7.7,7.7,6.86,7.16,348600
BWINA,17-Sep-2013,23.01,23.01,23.01,23.01,0
BWINB,17-Sep-2013,23.34,23.97,23.34,23.95,38900
BWLD,17-Sep-2013,110.3,112.01,110.12,111.34,168400
BYFC,17-Sep-2013,1.23,1.23,1.21,1.23,500
CA,17-Sep-2013,30.52,30.75,30.45,30.6,2149800
CAAS,17-Sep-2013,7.64,7.8,7.52,7.74,68400
CAC,17-Sep-2013,38.99,39.63,38.81,39.54,15400
CACB,17-Sep-2013,5.91,6.05,5.91,6,9800
CACC,17-Sep-2013,109.95,110.47,109.3,110.11,28700
CACG,17-Sep-2013,10,10,9.68,9.68,5800
CACGU,17-Sep-2013,10.13,10.13,10.13,10.13,1000
CACH,17-Sep-2013,6.44,6.54,6.34,6.44,139500
CADC,17-Sep-2013,3.6,3.65,3.55,3.56,2300
CADX,17-Sep-2013,5.83,6.16,5.72,6.14,474500
CAFI,17-Sep-2013,4,4.01,3.99,4,10800
CAKE,17-Sep-2013,43.54,44.29,43.35,44.27,473500
CALD,17-Sep-2013,8.84,9,8.76,9,415000
CALI,17-Sep-2013,2.18,2.18,2.09,2.17,7000
CALL,17-Sep-2013,13.13,13.19,12.89,12.99,170400
CALM,17-Sep-2013,47.39,47.78,47.22,47.46,34200
CAMP,17-Sep-2013,16.85,17.39,16.85,17.24,224400
CAMT,17-Sep-2013,1.7,1.71,1.69,1.7,79800
CAR,17-Sep-2013,30.51,30.71,30.09,30.63,975500
CARB,17-Sep-2013,13.96,14.56,13.78,14.55,113100
CART,17-Sep-2013,2.86,2.86,2.86,2.86,0
CARV,17-Sep-2013,6.63,7.05,6.6,7,1100
CARZ,17-Sep-2013,38.8,38.89,38.6,38.89,24400
CASH,17-Sep-2013,38.3,38.39,37.4,38.39,19900
CASM,17-Sep-2013,1.38,1.38,1.36,1.36,2300
CASS,17-Sep-2013,51.77,53.3,51.4,52.99,18700
CASY,17-Sep-2013,71.11,71.56,70.61,71.02,421100
CATM,17-Sep-2013,36.17,37.1,36.17,36.98,119200
CATY,17-Sep-2013,22.41,23.12,22.29,23.11,276300
CAVM,17-Sep-2013,39.4,40.74,39.11,40.64,666500
CBAK,17-Sep-2013,1.75,1.8,1.75,1.8,31100
CBAN,17-Sep-2013,6.1,6.48,6.07,6.32,3300
CBEY,17-Sep-2013,6.16,6.28,5.92,6.04,485200
CBF,17-Sep-2013,22,22.15,21.81,21.93,433200
CBIN,17-Sep-2013,18.22,18.45,18.21,18.3,6700
CBLI,17-Sep-2013,1.67,1.72,1.67,1.72,43900
CBMX,17-Sep-2013,2.95,3,2.88,2.97,55100
CBMXW,17-Sep-2013,0.35,0.35,0.35,0.35,0
CBNJ,17-Sep-2013,9.06,9.11,9,9.05,19600
CBNK,17-Sep-2013,17.51,17.59,17.43,17.43,400
CBOE,17-Sep-2013,45.17,45.36,44.86,45.3,717000
CBPO,17-Sep-2013,25.25,25.41,24.98,25.21,12600
CBRL,17-Sep-2013,105.3,107.98,105.3,107,437600
CBRX,17-Sep-2013,7.69,7.69,7.16,7.54,206800
CBSH,17-Sep-2013,43.23,43.82,43.23,43.7,381800
CBST,17-Sep-2013,64.59,65.18,63.68,64.41,678800
CCBG,17-Sep-2013,11.79,12,11.51,11.99,15400
CCCL,17-Sep-2013,2.82,2.95,2.82,2.9,43400
CCCR,17-Sep-2013,9.2,9.7,9.11,9.51,31700
CCIH,17-Sep-2013,5.05,5.12,5,5.03,91300
CCIX,17-Sep-2013,20.1,20.33,19.72,20.1,48900
CCMP,17-Sep-2013,38.05,38.38,37.62,38.11,95600
CCNE,17-Sep-2013,16.92,17.15,16.88,17.09,18800
CCOI,17-Sep-2013,32.5,32.5,31.04,32.1,265800
CCRN,17-Sep-2013,5.77,5.9,5.75,5.85,81300
